1;1
5;2
3;6
8;4
10;9
12;11
14;13
29;15
23;30
70;24
91;71
75;92
131;76
132;132
138;133
192;139
211;193
230;212
242;231
246;243
304;247
313;305
359;314
364;360
399;365
417;400
420;418
447;421
439;448
455;440
465;456
469;466
437;470
498;438
499;499
488;500
516;489
524;517
534;525
546;535
567;547
554;568
574;555
614;575
682;615
833;683
832;834
942;833
1032;943
1062;1033
1105;1063
1223;1106
1265;1224
1431;1266
1463;1432
1527;1464
1660;1528
1740;1661
1737;1741
1789;1738
2054;1790
2101;2055
2113;2102
2082;2114
2130;2083
2357;2131
2381;2358
2391;2382
2415;2392
2461;2416
2544;2462
2795;2545
2844;2796
2985;2845
3014;2986
3016;3015
3037;3017
3165;3038
3419;3166
3471;3420
3489;3472
3643;3490
3662;3644
3740;3663
3772;3741
3930;3773
3952;3931
4008;3953
4066;4009
4100;4067
4101;4101
4134;4102
4150;4135
4181;4151
4194;4182
4210;4195
4277;4211
4282;4278
4288;4283
4413;4289
4465;4414
4635;4466
4712;4636
4707;4713
4873;4708
4936;4874
4972;4937
5044;4973
5059;5045
5074;5060
5084;5075
5078;5085
5060;5079
5149;5061
5198;5150
5339;5199
4134;5340
5529;4135
5542;5530
5557;5543
5571;5558
5622;5572
5810;5623
5812;5811
5916;5813
5960;5917
6032;5961
6145;6033
6177;6146
6206;6178
6333;6207
6414;6334
6517;6415
6548;6518
6589;6549
6668;6590
6684;6669
6689;6685
6731;6690
6745;6732
6753;6746
6780;6754
6809;6781
6826;6810
6761;6827
6886;6762
6895;6887
6864;6896
7047;6865
7108;7048
7145;7109
7162;7146
7183;7163
7194;7184
7264;7195
7338;7265
7361;7339
7476;7362
7507;7477
7558;7508
7610;7559
7613;7611
7819;7614
7832;7820
7880;7833
7610;7881
8133;7611
8329;8134
8395;8330
8443;8396
8523;8444
8536;8524
8550;8537
8634;8551
8663;8635
8710;8664
8775;8711
8827;8776
8879;8828
8874;8880
8891;8875
8950;8892
9018;8951
9062;9019
9369;9063
9440;9370
9611;9441
9652;9612
9796;9653
9878;9797
9893;9879
9899;9894
9932;9900
9937;9933
9968;9938
9976;9969
10040;9977
10057;10041
10060;10058
10071;10061
10155;10072
10146;10156
10195;10147
10208;10196
10267;10209
10247;10268
10281;10248
10307;10282
10323;10308
10418;10324
10726;10419
10747;10727
10806;10748
10821;10807
11000;10822
8950;11001
11071;8951
11130;11072
11157;11131
11193;11158
11237;11194
11293;11238
11358;11294
11370;11359
11362;11371
11387;11363
11401;11388
11439;11402
11508;11440
11521;11509
11541;11522
11565;11542
11652;11566
11656;11653
11723;11657
11833;11724
11841;11834
11865;11842
11870;11866
11904;11871
11909;11905
11908;11910
11960;11909
11979;11961
11984;11980
12027;11985
12136;12028
12190;12137
12224;12191
12253;12225
12255;12254
12281;12256
12278;12282
12304;12279
12349;12305
12364;12350
12408;12365
12486;12409
12465;12487
12499;12466
12494;12500
12512;12495
12543;12513
12532;12544
12570;12533
12651;12571
12645;12652
12675;12646
12752;12676
12763;12753
12881;12764
12945;12882
12952;12946
12938;12953
13025;12939
13055;13026
13059;13056
13086;13060
13075;13087
13099;13076
13134;13100
13140;13135
13158;13141
13201;13159
13257;13202
13367;13258
13372;13368
13386;13373
13427;13387
13422;13428
13442;13423
13472;13443
13496;13473
13501;13497
13571;13502
13556;13572
13597;13557
13579;13598
13626;13580
13674;13627
13662;13675
13690;13663
13688;13691
13741;13689
13823;13742
13802;13824
13858;13803
13992;13859
14029;13993
14109;14030
14142;14110
14218;14143
14341;14219
14358;14342
14406;14359
14417;14407
14429;14418
14440;14430
14446;14441
14497;14447
14538;14498
14532;14539
14524;14533
14586;14525
14605;14587
14611;14606
14624;14612
14646;14625
14672;14647
14702;14673
14770;14703
14760;14771
14872;14761
14900;14873
14945;14901
14972;14946
15014;14973
15002;15015
15016;15003
15036;15017
15064;15037
15119;15065
15039;15120
15136;15040
15152;15137
15163;15153
15174;15164
15167;15175
15175;15168
15213;15176
15202;15214
15224;15203
15268;15225
15310;15269
15324;15311
15361;15325
15384;15362
15400;15385
15498;15401
15493;15499
15532;15494
15589;15533
15634;15590
15624;15635
15648;15625
15693;15649
15684;15694
15687;15685
15758;15688
15768;15759
15801;15769
15842;15802
15841;15843
15863;15842
15873;15864
15881;15874
15864;15882
15977;15865
16013;15978
16004;16014
16039;16005
16022;16040
16029;16023
16123;16030
16129;16124
16104;16130
16220;16105
16201;16221
16226;16202
16230;16227
16232;16231
16258;16233
16276;16259
16310;16277
16332;16311
16392;16333
16394;16393
16480;16395
16481;16481
16473;16482
16493;16474
16544;16494
16627;16545
16629;16628
16634;16630
16630;16635
16641;16631
16655;16642
16640;16656
16669;16641
16690;16670
16691;16691
16672;16692
16654;16673
16804;16655
16829;16805
16832;16830
16822;16833
16847;16823
16884;16848
16895;16885
16914;16896
16938;16915
16939;16939
16953;16940
17029;16954
17048;17030
17075;17049
17103;17076
17128;17104
17119;17129
17120;17120
17136;17121
17162;17137
17196;17163
17226;17197
17271;17227
17350;17272
17376;17351
17374;17377
17372;17375
17423;17373
17416;17424
17418;17417
17448;17419
17437;17449
17449;17438
17463;17450
17534;17464
17540;17535
17567;17541
17632;17568
17621;17633
17668;17622
17739;17669
17750;17740
17743;17751
17765;17744
17775;17766
17813;17776
17809;17814
17825;17810
17843;17826
17925;17844
17918;17926
17961;17919
17998;17962
18033;17999
18037;18034
18051;18038
18054;18052
18066;18055
18097;18067
18107;18098
18102;18108
18166;18103
18179;18167
18183;18180
18187;18184
18192;18188
18217;18193
18218;18218
18253;18219
18311;18254
18328;18312
18379;18329
18397;18380
18392;18398
18440;18393
18471;18441
18451;18472
18455;18452
18515;18456
18523;18516
18526;18524
18528;18527
18530;18529
18566;18531
18578;18567
18618;18579
18742;18619
18756;18743
18737;18757
18773;18738
18770;18774
18806;18771
18795;18807
18826;18796
18839;18827
18836;18840
18876;18837
18873;18877
18909;18874
18908;18910
18935;18909
18937;18936
18972;18938
19071;18973
19067;19072
19074;19068
19096;19075
19109;19097
19130;19110
19195;19131
19225;19196
19237;19226
19258;19238
19254;19259
19286;19255
